day | travel (h) | lunch (h) | total (h)
day 29: 4.78 (travel) + 1.00 (lunch) = 5.78 h
day 30: 4.20 (travel) + 1.00 (lunch) = 5.20 h
------------------------------------------
total absence: 151.63 hours
day | travel (h) | lunch (h) | total (h)
------------------------------------------
day 1: 3.26 (travel) + 1.00 (lunch) = 4.26 h
day 2: 3.22 (travel) + 1.00 (lunch) = 4.22 h
day 3: 4.65 (travel) + 1.00 (lunch) = 5.65 h
day 4: 4.08 (travel) + 1.00 (lunch) = 5.08 h
day 5: 4.55 (travel) + 1.00 (lunch) = 5.55 h
day 6: 4.88 (travel) + 1.00 (lunch) = 5.88 h
day 7: 4.13 (travel) + 1.00 (lunch) = 5.13 h
day 8: 4.37 (travel) + 1.00 (lunch) = 5.37 h
day 9: 3.88 (travel) + 1.00 (lunch) = 4.88 h
day 10: 3.49 (travel) + 1.00 (lunch) = 4.49 h
day 11: 4.59 (travel) + 1.00 (lunch) = 5.59 h
day 12: 4.21 (travel) + 1.00 (lunch) = 5.21 h
day 13: 4.35 (travel) + 1.00 (lunch) = 5.35 h
day 14: 4.34 (travel) + 1.00 (lunch) = 5.34 h
day 15: 3.06 (travel) + 1.00 (lunch) = 4.06 h
day 16: 4.91 (travel) + 1.00 (lunch) = 5.91 h
day 17: 4.03 (travel) + 1.00 (lunch) = 5.03 h
day 18: 3.98 (travel) + 1.00 (lunch) = 4.98 h
day 19: 3.43 (travel) + 1.00 (lunch) = 4.43 h
day 20: 4.89 (travel) + 1.00 (lunch) = 5.89 h
day 21: 4.55 (travel) + 1.00 (lunch) = 5.55 h
day 22: 3.30 (travel) + 1.00 (lunch) = 4.30 h
day 23: 4.30 (travel) + 1.00 (lunch) = 5.30 h
day 24: 3.70 (travel) + 1.00 (lunch) = 4.70 h
day 25: 4.20 (travel) + 1.00 (lunch) = 5.20 h
day 26: 4.01 (travel) + 1.00 (lunch) = 5.01 h
day 27: 3.41 (travel) + 1.00 (lunch) = 4.41 h
day 28: 4.15 (travel) + 1.00 (lunch) = 5.15 h
day 29: 3.94 (travel) + 1.00 (lunch) = 4.94 h
day 30: 4.58 (travel) + 1.00 (lunch) = 5.58 h
------------------------------------------
total absence: 152.44 hours
day | travel (h) | lunch (h) | total (h)
------------------------------------------
day 1: 4.54 (travel) + 1.00 (lunch) = 5.54 h
day 2: 4.21 (travel) + 1.00 (lunch) = 5.21 h
day 3: 3.57 (travel) + 1.00 (lunch) = 4.57 h
day 4: 3.39 (travel) + 1.00 (lunch) = 4.39 h
day 5: 3.51 (travel) + 1.00 (lunch) = 4.51 h
day 6: 3.40 (travel) + 1.00 (lunch) = 4.40 h
day 7: 3.78 (travel) + 1.00 (lunch) = 4.78 h
day 8: 3.68 (travel) + 1.00 (lunch) = 4.68 h
day 9: 3.72 (travel) + 1.00 (lunch) = 4.72 h
day 10: 3.59 (travel) + 1.00 (lunch) = 4.59 h
day 11: 3.57 (travel) + 1.00 (lunch) = 4.57 h
day 12: 3.46 (travel) + 1.00 (lunch) = 4.46 h
day 13: 3.73 (travel) + 1.00 (lunch) = 4.73 h
day 14: 4.16 (travel) + 1.00 (lunch) = 5.16 h
day 15: 4.44 (travel) + 1.00 (lunch) = 5.44 h
day 16: 3.31 (travel) + 1.00 (lunch) = 4.31 h
day 17: 4.72 (travel) + 1.00 (lunch) = 5.72 h
day 18: 3.83 (travel) + 1.00 (lunch) = 4.83 h
day 19: 3.91 (travel) + 1.00 (lunch) = 4.91 h
day 20: 4.82 (travel) + 1.00 (lunch) = 5.82 h
day 21: 3.00 (travel) + 1.00 (lunch) = 4.00 h
day 22: 3.81 (travel) + 1.00 (lunch) = 4.81 h
day 23: 3.92 (travel) + 1.00 (lunch) = 4.92 h
day 24: 3.79 (travel) + 1.00 (lunch) = 4.79 h
day 25: 3.37 (travel) + 1.00 (lunch) = 4.37 h
day 26: 4.68 (travel) + 1.00 (lunch) = 5.68 h
day 27: 4.66 (travel) + 1.00 (lunch) = 5.66 h
day 28: 3.88 (travel) + 1.00 (lunch) = 4.88 h
day 29: 4.31 (travel) + 1.00 (lunch) = 5.31 h
day 30: 3.08 (travel) + 1.00 (lunch) = 4.08 h
------------------------------------------
total absence: 145.85 hours
day | travel (h) | lunch (h) | total (h)
------------------------------------------
day 1: 4.85 (travel) + 1.00 (lunch) = 5.85 h
day 2: 4.19 (travel) + 1.00 (lunch) = 5.19 h
day 3: 3.67 (travel) + 1.00 (lunch) = 4.67 h
day 4: 4.72 (travel) + 1.00 (lunch) = 5.72 h
day 5: 4.43 (travel) + 1.00 (lunch) = 5.43 h
day 6: 4.29 (travel) + 1.00 (lunch) = 5.29 h
day 7: 4.30 (travel) + 1.00 (lunch) = 5.30 h
day 8: 3.75 (travel) + 1.00 (lunch) = 4.75 h
day 9: 3.70 (travel) + 1.00 (lunch) = 4.70 h
day 10: 3.40 (travel) + 1.00 (lunch) = 4.40 h
day 11: 4.77 (travel) + 1.00 (lunch) = 5.77 h
day 12: 3.08 (travel) + 1.00 (lunch) = 4.08 h
day 13: 4.69 (travel) + 1.00 (lunch) = 5.69 h
day 14: 3.89 (travel) + 1.00 (lunch) = 4.89 h
day 15: 3.06 (travel) + 1.00 (lunch) = 4.06 h
day 16: 3.71 (travel) + 1.00 (lunch) = 4.71 h
day 17: 4.17 (travel) + 1.00 (lunch) = 5.17 h
day 18: 3.11 (travel) + 1.00 (lunch) = 4.11 h
day 19: 4.42 (travel) + 1.00 (lunch) = 5.42 h
day 20: 4.86 (travel) + 1.00 (lunch) = 5.86 h
day 21: 3.68 (travel) + 1.00 (lunch) = 4.68 h
day 22: 4.10 (travel) + 1.00 (lunch) = 5.10 h
day 23: 3.24 (travel) + 1.00 (lunch) = 4.24 h
day 24: 3.61 (travel) + 1.00 (lunch) = 4.61 h
day 25: 4.33 (travel) + 1.00 (lunch) = 5.33 h
day 26: 4.91 (travel) + 1.00 (lunch) = 5.91 h
day 27: 4.87 (travel) + 1.00 (lunch) = 5.87 h
day 28: 3.93 (travel) + 1.00 (lunch) = 4.93 h
day 29: 3.27 (travel) + 1.00 (lunch) = 4.27 h
day 30: 4.98 (travel) + 1.00 (lunch) = 5.98 h
------------------------------------------
total absence: 151.99 hours
